,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
54,"Eggs, Fish, Wheat, Soybeans, Gluten",5322,,1698.3,1,1698.3,"Roasted Hoisin Marinated Chicken (Halal Chicken, Hoisin Glaze (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Honey, Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.), Canola Oil, Cilantro, Garlic, Green Onions, peppercorns, Star Anise)), Congee Base (Chicken Stock (Water, Carrots, Yellow Onions, Celery, Cracked Black Pepper, Parsley, Cilantro, Bay Leaves), Sushi Rice (White Rice), Ginger, Salt), Asian Chimichurri Sauce (Cilantro, Navel Orange, Mint, Thai Basil, Green Onions, Red Jalapenos, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Fish Sauce (Water, Anchovy Extract, Salt, Sugar.), Garlic, Pure Sesame Oil, Fair Trade Organic Sugar Cane, Ginger, Salt, Black Pepper), Ramen Egg (Cage Free Eggs, Ramen Egg Marinade (Water, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Mirin (Water, Dextrose, Rice, Corn Syrup, Salt))), Ginger Chip (Fair Trade Organic Sugar Cane, Ginger, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.)), Forbidden Rice (Water, Black Rice, Ginger, Garlic), Green Onions, Steamed Bhutan Red Rice (Water, Bhutanese Red Rice, Garlic, Ginger), Fried Garlic (Garlic, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.))",16088917,0001-01-01T00:00:00,Chicken Congee w/Chimichirri Chicken,8.00,525.5,82.8,1 PLATE,5284.3,Brunch Entrees,33.5,ALL DAY,70.1,2795,0
55,"Milk, Eggs, Wheat, Soybeans, Gluten",514,,558.1,1,558.1,"Scrambled Eggs (Cage Free Eggs, Miso Base (Water, Green Cabbage, Sea Salt, Brown Sugar, Onion, Bean Sprouts, Torula Yeast Extract, Onion Powder, Garlic, Ginger, White Pepper, Dried Kelp.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Spicy Bean Sprouts (Bean Sprouts, Pure Sesame Seed Oil, Sesame Seeds, Seven Pepper Spice (Chili Pepper, Orange Peel, Black Sesame Seed, Seaweed, White Sesame Seed, Japanese Pepper, Ginger.), Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.)), Edamame, Fried Bao Bun Toast (Bao Bun Chimei (Wheat flour, water, sugar, fresh yeast, milk, palm oil, emulsifier (d-sorbitol e420), soybean oil, soy lecithin, glycerin fatty acid ester, sucrose fatty acid ester, coconut oil, corn starch, salt, calcium carbonate, corn starch, wheat flour, sodium erythorbate, alpha-amylase, tapioca starch, water.), Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.)), Red Bell Pepper, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Yellow Onions, Green Onions",16088918,0001-01-01T00:00:00,Garden Scramble,7.00,27.6,6.5,1 PLATE,1216.3,Brunch Entrees,10.4,ALL DAY,27.9,305,0.1
56,"Milk, Eggs, Wheat, Soybeans, Gluten",675,,144.4,1,144.4,"Bao Bun Roll (Cheddar Cheese (Pasteurized milk, Cheese Culture, Salt, Enzymes, Annatto (color).), Turkey Breast (Turkey Breast Meat, Water, Salt, Turbinado Sugar.), Bao Bun Chimei (Wheat flour, water, sugar, fresh yeast, milk, palm oil, emulsifier (d-sorbitol e420), soybean oil, soy lecithin, glycerin fatty acid ester, sucrose fatty acid ester, coconut oil, corn starch, salt, calcium carbonate, corn starch, wheat flour, sodium erythorbate, alpha-amylase, tapioca starch, water.), Baby Spinach), Berry Basil compote (Blueberries, Blackberries, Strawberry, Limes, Fair Trade Organic Sugar Cane, Thai Basil), Egg Wash (Cage Free Eggs), Powdered Sugar",16088919,0001-01-01T00:00:00,Monte Cristo,11.00,42.7,19.4,1 PLATE,1395.8,Brunch Entrees,13.4,ALL DAY,48.2,313,0
57,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten",1027,,812.3,1,812.3,"Taro Cakes (Taro Potato (Potatoes, Taro, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Salt), Bread Crumbs (Bleached Wheat Flour, Yeast, Sugar, Salt, Soybean Oil.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Roasted Pork Belly (Pork Belly (all natural pork), Organic Sugar, Salt, Garlic, Cracked Black Pepper, Cilantro), Poached Egg (Cage Free Eggs), Sriracha Hollandaise Sauce (Hollandaise Sauce (Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Cage Free Eggs, Lemon, White Pepper, Salt, Cayenne Pepper), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Baby Spinach, Korean Red Pepper Powder",16088920,0001-01-01T00:00:00,Pork Belly Eggs Benedict,11.00,32.2,27,1 PLATE,3193,Brunch Entrees,10.6,ALL DAY,57.4,677,0
58,"Milk, Eggs, Wheat, Soybeans, Gluten",582,,132.3,1,132.3,"Ricotta Cheese Pancake (Ricotta Cheese (Milk, Vinegar, Salt.), Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Milk (Milk, Vitamin D3.), Cage Free Eggs, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Fair Trade Organic Sugar Cane, Baking Powder, Imitation Vanilla Extract (Water, Caramel Color, Vanillin, Ethyl Vanillin, 0.1% Potassium Sorbate (preservative).), Salt), Miso Maple Syrup (Pancake Syrup (High Fructose Corn Syrup, Water, Salt, Preservatives (potassium sorbate, sodium benzoate, benzoic acid), Cellulose Gum, Caramel Color, Natural & Artificial Flavors.), Light Miso Soybean Paste (Water, Soybeans, Rice, Salt, Alcohol, Vitamin B12. )), Berry Basil compote (Blueberries, Blackberries, Strawberry, Limes, Fair Trade Organic Sugar Cane, Thai Basil), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Powdered Sugar",16088921,0001-01-01T00:00:00,Ricotta Cheese Pancake Plate,8.00,17.2,7.3,1 PLATE,547,Brunch Entrees,57.3,ALL DAY,99.2,121,0
59,"Milk, Eggs, Fish, Tree Nuts, Wheat, Soybeans, Gluten",686,,792.6,1,792.6,"Taro Cakes (Taro Potato (Potatoes, Taro, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Salt), Bread Crumbs (Bleached Wheat Flour, Yeast, Sugar, Salt, Soybean Oil.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Seared Salmon (Salmon, Salt, Black Pepper), Poached Egg (Cage Free Eggs), Sriracha Hollandaise Sauce (Hollandaise Sauce (Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Cage Free Eggs, Lemon, White Pepper, Salt, Cayenne Pepper), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Baby Spinach, Korean Red Pepper Powder",16088922,0001-01-01T00:00:00,Salmon Eggs Benedict,11.00,40.8,11.7,1 PLATE,1316.5,Brunch Entrees,2.5,ALL DAY,48.5,336,0
60,"Eggs, Fish, Wheat, Soybeans, Gluten",262,,158.8,1,158.8,"Rice Noodle Salad (Udon (Wheat Flour, Food Starch Modified (tapioca), Salt, Gluten, D-Sorbitol, Soybean Oil, Soybean Phospholipid, Polyglycerin, Esters of Fatty Acids.), Bean Sprouts, Ponzu Sauce (Navel Orange, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Seasoned Vinegar Mizkan (High Fructose Corn Syrup, Distilled Vinegar and Rice Vinegar (diluted), Salt, Monosodium Glutamate, Brown Sugar.), Lemon), Celery, Green Onions, Carrots, Cilantro, Red Bell Pepper), Ahi Tuna , Ramen Egg (Cage Free Eggs, Ramen Egg Marinade (Water, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Mirin (Water, Dextrose, Rice, Corn Syrup, Salt)))",16088923,0001-01-01T00:00:00,Seared Ahi and Noodle,11.00,33.7,1.1,1 PLATE,283.5,Brunch Entrees,3.7,ALL DAY,20.2,35,0
61,"Milk, Wheat, Soybeans, Gluten",92,,0,1,0,"Bao Bun Chimei (Wheat flour, water, sugar, fresh yeast, milk, palm oil, emulsifier (d-sorbitol e420), soybean oil, soy lecithin, glycerin fatty acid ester, sucrose fatty acid ester, coconut oil, corn starch, salt, calcium carbonate, corn starch, wheat flour, sodium erythorbate, alpha-amylase, tapioca starch, water.), Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.)",16088924,0001-01-01T00:00:00,Fried Bao Bun Toast,1.00,3,0.6,1 PORTN,15,Brunch Sides,3,ALL DAY,17,22,0
62,Eggs,71,,211,1,211,Cage Free Eggs,16088925,0001-01-01T00:00:00,Poached Egg,1.00,6.5,1.5,1 EACH,147,Brunch Sides,0.5,ALL DAY,0.5,45,0
63,,173,,22.2,1,22.2,"Pork Belly (all natural pork), Organic Sugar, Salt, Garlic, Cracked Black Pepper, Cilantro",16088926,0001-01-01T00:00:00,Roasted Pork Belly,4.00,2.9,6,1 OZ,739,Brunch Sides,2.7,ALL DAY,3,148,0
64,,0,,0,1,0,"FT ORG BLACK TEA (Water, Organic Black Iced Tea), Ice",16088927,0001-01-01T00:00:00,Fair Trade Organic Iced Black Tea,2.00,0,0,16 OZL,18.6,Beverages,0,ALL DAY,0,0,0
65,,0,,0,1,0,"Water, Triton Blend 3.25oz",16088928,0001-01-01T00:00:00,French Press Coffee,4.00,0,0,16 OZL,17.7,Beverages,0,ALL DAY,0,0,0
66,,170,,0,1,0,"Grapefruit Fanta 2 LTR, San Diego Sunset Base (Strawberry, Fresh Raspberry, Blackberries, Sugar Cane Syrup, Thai Basil, Ginger), Ice, Strawberry",16088929,0001-01-01T00:00:00,San Diego Sunset Infused Soda,3.00,0.9,0,1 EACH,25.7,Beverages,41.2,ALL DAY,45,3,0
67,,156,,0,1,0,"Grapefruit Fanta 2 LTR, Sungod Orange Mango Base (Mango, Navel Orange, Sugar Cane Syrup, Mint), Ice, Navel Orange",16088930,0001-01-01T00:00:00,Sungod Infused Soda,3.00,0.6,0,1 EACH,25.7,Beverages,40.1,ALL DAY,41.6,2,0
68,Milk,259,,44.3,1,44.3,"Spiced Black Tea (Water, Fair Trade Organic Sugar Cane, Organic Black Iced Tea, Cardamom, Star Anise, Cinnamon Stick), Ice, Half & Half (Milk, Cream.)",16088931,0001-01-01T00:00:00,Thai Iced Tea,3.00,3.2,0,1 EACH,56,Beverages,33.6,ALL DAY,37.8,81,0
69,"Fish, Crustacean Shellfish, Wheat, Soybeans, Gluten",286,,56.7,2,56.7," Big Eye Tuna, Salmon, Poke Marinade (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Pure Sesame Oil, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Oyster Sauce (Water, Sugar, Salt, Oyster Extract (oyster, water, salt), Monosodium Glutamate (flavor enhancer), Modified Corn Starch, Wheat Flour, Caramel Color.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Garlic, Ginger), Cucumber, Edamame, Daikon Carrot Garnish (Daikon Root, Carrots), Toasted Sesame Seeds, Nori Seaweed (Ginger, Water, Salt, Acetic Acid, Citric Acid, Aspartame, Potassium Sorbate, Food Color (red 40).)",16088932,0001-01-01T00:00:00,Ahi and Salmon Poke,8.00,27.2,2.9,1 PLATE,644.7,Starters,1.6,ALL DAY,5.2,148,0
70,"Wheat, Soybeans, Gluten",533,,68.5,2,68.5,"Organic Lettuce, Roasted Hoisin Marinated Chicken (Halal Chicken, Hoisin Glaze (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Honey, Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.), Canola Oil, Cilantro, Garlic, Green Onions, peppercorns, Star Anise)), Asian Salad Mix (Baby Bok Choy, Snow Peas, Red Bell Pepper, Celery, Carrots), Spring Mix, Spicy Miso Dressing (Canola Oil, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Light Miso Soybean Paste (Water, Soybeans, Rice, Salt, Alcohol, Vitamin B12. ), Ginger, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Pure Sesame Oil, Fair Trade Organic Sugar Cane), Cherry Tomatoes, Edamame, Taro Sticks (Taro, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Salt)",16088933,0001-01-01T00:00:00,Bistro Salad w/ Hoisin Chicken,9.00,28.1,5.2,1 PLATE,653.4,Starters,9.8,ALL DAY,22.5,329,0.1
71,Soybeans,77,,21.8,2,21.8,"Garlic Marinated Beef for Yakitori (Tri Tip, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Pure Sesame Oil, Fair Trade Organic Sugar Cane, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Ginger), Shishito Peppers, Green Onions",16088934,0001-01-01T00:00:00,Garlic Beef Yakitori Skewer,3.00,7.8,0.9,1 EACH,72.4,Starters,1.4,ALL DAY,2.2,36,0
72,"Fish, Soybeans",40,,0,2,0,"Water, Tofu (Water, Soybeans, Calcium sulfate.), Miso Base (Miso (filtered water, soybeans {non-genetically modified}, rice, sea salt, alcohol), filtered water, alcohol, sea salt, yeast extract, bonito powder. ), Green Onions",16088935,0001-01-01T00:00:00,Miso Soup,3.00,3.7,0.2,1 BOWL,391.1,Starters,0.8,ALL DAY,2.4,17,0
73,"Eggs, Fish, Wheat, Soybeans, Gluten",413,,85,2,85,"Cabbage, Okonomiyaki Savory Japanese Pancake Batter (Water, Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Cage Free Eggs, Corn Starch, Salt, Baking Powder), Okono Mayo Sauce (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Organic Sugar), Okonomi Sauce (Vegan Gluten Free Worcestershire Sauce  (water, molasses, salt, high fructose corn syrup, acetic acid, caramel color, hydrolyzed soy protein (soy), gluten free flour (millet flour, potato starch, tapioca starch, rice flour, whole grain sorghum, zanthan gum), natural flavor, guar gum, and benzoate of soda.), Ketchup (Tomato Concentrate, High Fructose Corn Syrup, Corn Syrup, Distilled Vinegar, Salt, Natural Flavor, Onion Powder, Spice, Garlic Powder.), Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.), Honey), Ahimi (Tomato, soy sauce, sugar, water, sesame oil.), Bean Sprouts, Green Onions, Rice Seasoning (Sesame Seed, Horseradish, Shaved Bonito, Japanese Mustard Plant, Sugar, Seaweed, Soy Sauce (water, soybean, wheat, salt), Salt, Cooking Rice Wine (rice, alcohol, water).), Dried Fish Shavings (Skipjack Tuna.)",16088936,0001-01-01T00:00:00,Okonomiyaki Japanese Savory Pancake,5.00,7.7,4,1 PORTN,1041,Starters,15.9,ALL DAY,41.4,213,0.1
74,Soybeans,210,,0,2,0,"Edamame, Black Sesame Seed, Salt",16088937,0001-01-01T00:00:00,Steamed Edamame,3.00,20.8,0,1 PLATE,192.7,Starters,6.2,ALL DAY,14.5,67,0
75,"Fish, Tree Nuts, Soybeans",686,,63.5,2,63.5,"Tom Kha Broth (Chicken Stock (Water, Carrots, Yellow Onions, Celery, Cracked Black Pepper, Parsley, Cilantro, Bay Leaves), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Fish Sauce (Water, Anchovy Extract, Salt, Sugar.), Ginger, Lime Juice (Key west lime juice, sodium benzoate.), Fair Trade Organic Sugar Cane, Lemon Grass, LIME LEAVES, Salt), Charred Vegetables (Mixed Color Baby Carrots, Snap Peas, Broccolini, Shitake Mushrooms, Bistro Blended Sesame Seed Oil (Canola Oil, Pure Sesame Oil), Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.)), Roasted Chicken Breast ( Breast Chicken B/S Fresh, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Chili Oil (Canola Oil, Red Pepper, Garlic), Sliced Bamboo Shoots (Bamboo Shoots, Water, Citric Acid.), Cilantro",16088938,0001-01-01T00:00:00,Tom Kha Soup,5.00,26.6,21.1,1 EACH,1460.6,Starters,9.1,ALL DAY,18.9,518,0.1
76,"Eggs, Wheat, Soybeans, Gluten",225,,5.8,2,5.8,"Fried Won Ton Chips (Wonton Skins (Wheat Flour, Water, Eggs, Salt, Sodium Benzoate, Enzyme, Dusted with Cornstarch. ), Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.)), Bistro Edamame Hummus (Edamame, Tahini Sesame Paste (Pure Ground Hulled Sesame Seeds.), Water, Lime Juice (Key west lime juice, sodium benzoate.), Garlic, Bistro Blended Sesame Seed Oil (Canola Oil, Pure Sesame Oil), Cilantro, Salt, Ground Coriander, Ground Cumin), Sweet Chili Sauce (Sugar, Water, Pickled Red Chili, Vinegar, Garlic, Salt, Xanthan Gum (stabilizer).), Nori Seaweed (Ginger, Water, Salt, Acetic Acid, Citric Acid, Aspartame, Potassium Sorbate, Food Color (red 40).)",16088939,0001-01-01T00:00:00,WonTon Hummus Plate,2.00,7.7,0.8,1 EACH,1202.4,Starters,7.9,ALL DAY,29.5,73,0
77,Soybeans,323,,0,2,0,"Organic Lettuce, Asian Salad Mix (Baby Bok Choy, Snow Peas, Red Bell Pepper, Celery, Carrots), Spring Mix, Spicy Miso Dressing (Canola Oil, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Light Miso Soybean Paste (Water, Soybeans, Rice, Salt, Alcohol, Vitamin B12. ), Ginger, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Pure Sesame Oil, Fair Trade Organic Sugar Cane), Cherry Tomatoes, Edamame, Taro Sticks (Taro, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Salt)",16088940,0001-01-01T00:00:00,Bistro Green Salad,6.00,6.4,1.8,1 PLATE,532.4,Share Plates,8.9,ALL DAY,21.5,215,0.1
78,Soybeans,212,,0,2,0,"Organic Lettuce, Spicy Miso Dressing (Canola Oil, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Light Miso Soybean Paste (Water, Soybeans, Rice, Salt, Alcohol, Vitamin B12. ), Ginger, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Pure Sesame Oil, Fair Trade Organic Sugar Cane), Asian Salad Mix (Baby Bok Choy, Snow Peas, Red Bell Pepper, Celery, Carrots), Spring Mix, Cherry Tomatoes, Taro Sticks (Taro, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Salt), Edamame",16088941,0001-01-01T00:00:00,Bistro Green Salad Half Order,3.00,3.8,1.2,1 PLATE,350.4,Share Plates,5.1,ALL DAY,13.8,145,0.1
79,Soybeans,487,,57.8,2,57.8,"Organic Lettuce, Marinated Tri Tip (Beef Tri Tip, Bistro Marinade (Bistro Blended Sesame Seed Oil (Canola Oil, Pure Sesame Oil), Yellow Onions, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Fair Trade Light Brown Sugar, Garlic, Red Pepper)), Asian Salad Mix (Baby Bok Choy, Snow Peas, Red Bell Pepper, Celery, Carrots), Spring Mix, Spicy Miso Dressing (Canola Oil, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Light Miso Soybean Paste (Water, Soybeans, Rice, Salt, Alcohol, Vitamin B12. ), Ginger, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic Chili Sauce (Chili, Salt, Garlic, Distilled Vinegar, Potassium Sorbate & Sodium Bisulfite (preservatives), Xanthan Gum.), Pure Sesame Oil, Fair Trade Organic Sugar Cane), Cherry Tomatoes, Edamame, Taro Sticks (Taro, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Salt)",16088942,0001-01-01T00:00:00,Bistro Salad w/ Steak,9.00,24,5,1 PLATE,599.7,Share Plates,9.3,ALL DAY,22.1,302,0.1
80,"Wheat, Soybeans, Gluten",298,,28,2,28,"Chicken Potsticker (Chicken meat, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cabbage, water, carrots, celery, green onion, contains 2% or less of sugar, sesame oil, chicken base flavor (salt, yeast extract, sugar, maltodextrin from tapioca, chicken broth, dehydrated onion, canola oil, spice, natural flavor), sea salt, cooking wine (rice wine, salt, caramel color), ginger, garlic powder, soy sauce (water, wheat, soybeans, salt, contains less than 0.1% of sodium benzoate as preservative), salt, yeast extract enhancer (yeast extract, canola oil), white pepper, and corn starch as processing aid.), Pot Sticker Dipping Sauce (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Mirin (Water, Dextrose, Rice, Corn Syrup, Salt), Pure Sesame Oil, Red Bell Pepper, Cilantro), Orange Zest (Navel Orange), Water, Cilantro, Red Bell Pepper, Canola Oil",16088943,0001-01-01T00:00:00,Chicken Potstickers,9.00,16.3,0.4,1 PLATE,1227.2,Share Plates,5.2,ALL DAY,40.8,71,0
81,"Wheat, Soybeans, Gluten",177,,14,2,14,"Chicken Potsticker (Chicken meat, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cabbage, water, carrots, celery, green onion, contains 2% or less of sugar, sesame oil, chicken base flavor (salt, yeast extract, sugar, maltodextrin from tapioca, chicken broth, dehydrated onion, canola oil, spice, natural flavor), sea salt, cooking wine (rice wine, salt, caramel color), ginger, garlic powder, soy sauce (water, wheat, soybeans, salt, contains less than 0.1% of sodium benzoate as preservative), salt, yeast extract enhancer (yeast extract, canola oil), white pepper, and corn starch as processing aid.), Pot Sticker Dipping Sauce (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Mirin (Water, Dextrose, Rice, Corn Syrup, Salt), Pure Sesame Oil, Red Bell Pepper, Cilantro), Orange Zest (Navel Orange), Cilantro, Red Bell Pepper, Canola Oil",16088944,0001-01-01T00:00:00,Chicken Potstickers Half Order,5.00,8.8,0.4,1 PLATE,844.5,Share Plates,4.3,ALL DAY,23.1,50,0
82,"Milk, Wheat, Soybeans, Gluten",413,,33.3,2,33.3,"Roasted Pork Belly (Pork Belly (all natural pork), Organic Sugar, Salt, Garlic, Cracked Black Pepper, Cilantro), Bao Bun Chimei (Wheat flour, water, sugar, fresh yeast, milk, palm oil, emulsifier (d-sorbitol e420), soybean oil, soy lecithin, glycerin fatty acid ester, sucrose fatty acid ester, coconut oil, corn starch, salt, calcium carbonate, corn starch, wheat flour, sodium erythorbate, alpha-amylase, tapioca starch, water.), Pickled Daikon and Carrots (Banh Mi Brine (Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Organic Sugar, Salt, Garlic, Jalapenos), Carrots, Daikon Root), Taro Chips (Taro, Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Bistro Spice Mix (Salt, Granulated Garlic, Onion Powder, Black Pepper, Cayenne Pepper)), Pickled Cucumbers (Cucumber, Water, Organic Sugar, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Salt), Limes, Hoisin Glaze (Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Honey, Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.), Canola Oil, Cilantro, Garlic, Green Onions, peppercorns, Star Anise), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Cilantro",16088945,0001-01-01T00:00:00,Pork Belly Bun,4.00,7.9,9.6,1 EACH,1458.4,Share Plates,13.4,ALL DAY,34.2,254,0
