,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
311,347,"Milk, Wheat, Gluten",777,,45.9,3,45.9,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper)",16085771,2018-10-16T00:00:00-07:00,Cheese Pizza,6.0,38.7,9.3,1 ROUND,1230.1,Scholars Pizza,5.8,DINNER,108.2,194,0
312,348,"Milk, Wheat, Gluten",1053,,100.3,3,100.3,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Blackened Chicken (Halal Chicken Breast, Blackened Seasoning (Paprika, Onion Powder, Garlic Powder, Cayenne Pepper, Whole Leaf Thyme, Salt, Basil, Oregano, White Pepper), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Tomatoes",16085772,2018-10-16T00:00:00-07:00,Chicken Artichoke,8.5,59.8,13.7,1 ROUND,1623.7,Scholars Pizza,6.3,DINNER,113.7,366,0
313,349,"Milk, Wheat, Gluten",869,,72.6,3,72.6,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)",16085773,2018-10-16T00:00:00-07:00,Margherita,7.0,44.4,12,1 ROUND,1263.8,Scholars Pizza,7.2,DINNER,109.4,262,0
314,350,"Milk, Eggs, Wheat, Gluten",906,,91.1,3,91.1,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Roasted Chicken Sausage Meatball (Halal Ground Chicken, Cage Free Eggs, Ras El Hanout Spice Rub (All Spice, Ground Ginger, Turmeric, Salt, Cayenne Pepper, Ground Nutmeg, White Pepper, Ground Cloves), Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Thyme, Parsley, Oregano, Red Pepper, Salt, White Pepper), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Sliced Mushroom, Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Oregano",16085774,2018-10-16T00:00:00-07:00,Mushroom & Sausage,8.5,49.3,9.7,1 ROUND,1512.1,Scholars Pizza,6.6,DINNER,111.6,264,0
315,351,"Milk, Wheat, Gluten",854,,74.2,3,74.2,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Roasted Chimichurri Beef (Ground Beef, Chimichurri Sauce (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Red Wine Vinegar (Red Wine Vinegar, Water, Potassium Metabisulfite.), Parsley, Red Onion, Lemon, Oregano, Salt, Black Pepper), Salt, White Pepper), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Mini Sweet Peppers, Red Onion, Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Serrano Peppers, Cilantro, Green Onions, Tomatoes",16085775,2018-10-16T00:00:00-07:00,Southwest,8.5,44.7,9.3,1 ROUND,1209.2,Scholars Pizza,9,DINNER,113.5,226,0.5
316,352,"Milk, Wheat, Gluten",1258,,82.3,3,82.3,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Basil Pesto (Basil Pesto Sauce (Basil, Canola Oil, Water, Parmesan Cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), Granulated Garlic, Salt.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Lemon, Salt, Black Pepper), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Sliced Mushroom, Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Sundried Tomatoes (Sun Dried Tomatoes, Sulfur Dioxide (color retention).), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper)",16085776,2018-10-16T00:00:00-07:00,The 4.0,8.5,51.1,16.7,1 ROUND,1779.9,Scholars Pizza,12.4,DINNER,117.4,616,0.5
317,353,"Milk, Eggs, Wheat, Gluten",1278,,104.9,3,104.9,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Basil Pesto (Basil Pesto Sauce (Basil, Canola Oil, Water, Parmesan Cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), Granulated Garlic, Salt.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Lemon, Salt, Black Pepper), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Roasted Chicken Sausage Meatball (Halal Ground Chicken, Cage Free Eggs, Ras El Hanout Spice Rub (All Spice, Ground Ginger, Turmeric, Salt, Cayenne Pepper, Ground Nutmeg, White Pepper, Ground Cloves), Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Thyme, Parsley, Oregano, Red Pepper, Salt, White Pepper), Tomatoes, Sliced Mushroom, Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Basil, Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper)",16085777,2018-10-16T00:00:00-07:00,The Full Ride,10.5,54.2,16.9,1 ROUND,1870.5,Scholars Pizza,3.1,DINNER,109.3,646,0.5
318,354,"Milk, Wheat, Gluten",813,,48.8,3,48.8,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Cauliflower White (Water, Cauliflower, Garlic, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Salt, White Pepper, Thyme), Mini Sweet Peppers, Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Zucchini, Roasted Eggplant (Eggplant, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Whole Leaf Thyme, White Pepper), Pizza Garnish (Endive Frisee, Arugula, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Garlic, Basil, Tomatoes",16085778,2018-10-16T00:00:00-07:00,Vegetarian,8.5,41.1,9.9,1 ROUND,1141.3,Scholars Pizza,5.2,DINNER,113.8,208,0
319,367,"Milk, Wheat, Gluten",432,,25.5,3,25.5,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.)",16085716,2018-10-16T00:00:00-07:00,Cheese Pizza,3.0,21.5,5.2,1 SLICE,580.1,Sliceria by Scholars,3.1,LUNCH,60.9,105,0
320,368,"Milk, Wheat, Gluten",750,,30.3,3,30.3,"Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)",16085717,2018-10-16T00:00:00-07:00,Margherita,3.25,27,5.1,1 SLICE,2781,Sliceria by Scholars,45.3,LUNCH,132.5,129,0
321,369,"Milk, Wheat, Gluten",583,,58.5,3,58.5,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.)",16085718,2018-10-16T00:00:00-07:00,Pepperoni,3.5,29.1,10,1 SLICE,1219.1,Sliceria by Scholars,2.8,LUNCH,60.3,225,0.5
322,370,"Milk, Wheat, Gluten",511,,47.3,3,47.3,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Roasted Chimichurri Beef (Ground Beef, Chimichurri Sauce (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Red Wine Vinegar (Red Wine Vinegar, Water, Potassium Metabisulfite.), Parsley, Red Onion, Lemon, Oregano, Salt, Black Pepper), Salt, White Pepper), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Tomatoes, Red Onion, Mini Sweet Peppers, Serrano Peppers, Green Onions",16085719,2018-10-16T00:00:00-07:00,Southwest Pizza,4.0,28.1,6.7,1 SLICE,718,Sliceria by Scholars,4.4,LUNCH,63.4,147,0.3
323,371,"Milk, Wheat, Gluten",446,,27,3,27,"Wheat Dough (Water, Caputo Pizza Flour (Wheat flour), Whole Wheat Flour, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Cauliflower White (Water, Cauliflower, Garlic, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Salt, White Pepper, Thyme), Tomatoes, Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Zucchini, Roasted Eggplant (Eggplant, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Whole Leaf Thyme, White Pepper), Mini Sweet Peppers, Basil, Garlic",16085720,2018-10-16T00:00:00-07:00,Vegetarian,3.25,23.1,5.6,1 SLICE,632.6,Sliceria by Scholars,2.4,LUNCH,61.3,120,0
324,372,"Milk, Wheat, Gluten",432,,25.5,3,25.5,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.)",16085785,2018-10-16T00:00:00-07:00,Cheese Pizza,3.0,21.5,5.2,1 SLICE,580.1,Sliceria by Scholars,3.1,DINNER,60.9,105,0
325,373,"Milk, Wheat, Gluten",750,,30.3,3,30.3,"Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)",16085786,2018-10-16T00:00:00-07:00,Margherita,3.25,27,5.1,1 SLICE,2781,Sliceria by Scholars,45.3,DINNER,132.5,129,0
326,374,"Milk, Wheat, Gluten",583,,58.5,3,58.5,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Halal Pepperoni (Beef, Water, Potato Starch, Salt, Spices (Ground Paprika, Garlic Powder, Paprika Extracts), Sodium Phosphates, Dextrose Sodium Erythorbate, Natural Flavoring, Sodium Nitrite.), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.)",16085787,2018-10-16T00:00:00-07:00,Pepperoni,3.5,29.1,10,1 SLICE,1219.1,Sliceria by Scholars,2.8,DINNER,60.3,225,0.5
327,375,"Milk, Wheat, Gluten",511,,47.3,3,47.3,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Roasted Chimichurri Beef (Ground Beef, Chimichurri Sauce (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Red Wine Vinegar (Red Wine Vinegar, Water, Potassium Metabisulfite.), Parsley, Red Onion, Lemon, Oregano, Salt, Black Pepper), Salt, White Pepper), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Tomatoes, Red Onion, Mini Sweet Peppers, Serrano Peppers, Green Onions",16085788,2018-10-16T00:00:00-07:00,Southwest Pizza,4.0,28.1,6.7,1 SLICE,718,Sliceria by Scholars,4.4,DINNER,63.4,147,0.3
328,376,"Milk, Wheat, Gluten",446,,27,3,27,"Wheat Dough (Water, Caputo Pizza Flour (Wheat flour), Whole Wheat Flour, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Cauliflower White (Water, Cauliflower, Garlic, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Salt, White Pepper, Thyme), Tomatoes, Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Squash, Zucchini, Roasted Eggplant (Eggplant, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Whole Leaf Thyme, White Pepper), Mini Sweet Peppers, Basil, Garlic",16085789,2018-10-16T00:00:00-07:00,Vegetarian,3.25,23.1,5.6,1 SLICE,632.6,Sliceria by Scholars,2.4,DINNER,61.3,120,0
329,377,"Milk, Eggs, Wheat, Soybeans, Gluten",633,,97,3,97,"Roasted Chicken Sausage Meatball (Halal Ground Chicken, Cage Free Eggs, Ras El Hanout Spice Rub (All Spice, Ground Ginger, Turmeric, Salt, Cayenne Pepper, Ground Nutmeg, White Pepper, Ground Cloves), Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Thyme, Parsley, Oregano, Red Pepper, Salt, White Pepper), Deli Roll (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Soybean Oil with Citric acid, Fresh Yeast, Salt, Sugar, 2% or Less of: Vital Wheat Gluten, Calcium Propionate, Enzymes, Calcium Sulfate.), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Parmesan Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes.)",16085790,2018-10-16T00:00:00-07:00,Chicken Meatball Sub Sandwich,6.5,38.5,8.1,1 EACH,1653.3,Sliceria by Scholars,8.6,DINNER,60.5,234,0
330,378,"Milk, Eggs, Soybeans",700,,231.5,3,231.5,"Roasted Chicken Wings (Halal Chicken Wings, Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Cajun Seasoning (Salt, Spices, Paprika, Dehydrated Garlic, Dehydrated Onion, Paprika, Turmeric Extracts (color).), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Carrot and Celery Sticks (Celery, Carrots), Blue Cheese Dressing (Soybean Oil, Water, Distilled Vinegar, Blue Cheese (milk, cheese cultures, salt, enzymes), Salt, Sugar, Egg Yolk, Xantham Gum, Buttermilk Powder, Potassium Sorbate and Sodium Benzoate (preservatives), Lemon Juice Concentrate, Propylene, Glycol Alginate, Dehydrated Garlic, Calcium Disodium EDTA (protect flavor).), Spicy Wing Sauce (Hot Sauce (Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic), Parsley",16085721,2018-10-16T00:00:00-07:00,Fire Roasted Torrey's Chicken Wings,7.0,35.8,11.8,18 OZ,3008.8,Sliceria by Scholars,4.2,LUNCH,10.5,512,0.7
331,379,"Milk, Wheat, Gluten",453,,1.4,3,1.4,"Napoletana Caputo Dough (Caputo Pizza Flour (Wheat flour), Water, Master Poolish (Water, Caputo Pizza Flour (Wheat flour), Active Dry Yeast (Yeast, Sorbitan, Monosterate)), Diastatic Barley Powder Light, Active Dry Yeast (Yeast, Sorbitan, Monosterate), Salt), Spicy Sriracha Marinara (Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Basil, Oregano), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Garlic, Red Pepper, Salt, Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Parsley",16085722,2018-10-16T00:00:00-07:00,Garlic Cuscinos (Pillows),2.95,9.4,0.4,1 PORTN,1156.8,Sliceria by Scholars,7.6,LUNCH,61.2,163,0
