,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
21,21,"Milk, Crustacean Shellfish, Wheat, Gluten",1222,,292.4,3,292.4,"Cooked Linguini (Linguine (Semolina, Durum Flour, Niacin, Ferrous Sulfate (iron), Thiamin, Mononitrate, Riboflavin, Folic Acid.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt), Chipotle Cream Sauce (Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Sauterne Cooking Wine (Sauterne Wine, Salt, Potassium Sorbate, Potassium Metabisulfite.), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Paprika), Large Shrimp, Tomatoes, Fra Mani Pancetta (Pork, Salt, 2% or Less of: Dextrose, Natural Flavoring, Wine, Garlic, Lactic Acid Starter Culture, Sodium Ascorbate, Ascorbic Acid, Sodium Nitrite.), Arugula, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt",16090432,0001-01-01T00:00:00,Chipotle Shrimp Linguini,12.0,49.1,24.1,1 PLATE,1290.3,Plates,11.8,ALL,129.4,533,0
22,22,Soybeans,413,,0,3,0,"Botan Red Rice (Water, Botan Red Rice, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Fair Trade Organic Sugar Cane), Honey Citrus Sauce (Lemon, Navel Orange, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Honey), Grilled Sweet Potato (Yams, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Black Pepper), Edamame, Roasted Tomato (Tomatoes, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Green Onions, Ginger, Garlic), Julienned Black Kale (Kale), Avocado, Pickled Honshieji Mushrooms (Hon Shimeji Mushrooms, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Water, Salt), Pickled Shallots (Shallots, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Water, Salt)",16090433,0001-01-01T00:00:00,Grain and Garden Bowl,8.0,15.4,0.7,1 PLATE,735.2,Plates,15.8,ALL,71.6,76,0
23,23,"Milk, Fish",787,,119,3,119,"Grilled Asparagus (Asparagus, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Garlic Mashed Potatoes (Russet Potatoes, Half & Half, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Roasted Garlic (Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Salt, White Pepper), Grilled Orange Cilantro Salmon (Salmon, Oranges, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Cilantro), Moroccan Spiced Vinaigrette (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Oranges, Honey, Lemon, Champagne Vinegar, Apple Cider Vinegar, Shallots, Salt, Garlic, Cilantro, Ground Cumin, Smoked Paprika, Mint, Ground Coriander, Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Ground Cinnamon, Cayenne Pepper), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Cilantro, Salt",16090434,0001-01-01T00:00:00,Grilled Moroccan Salmon Plate,14.0,41,12.2,1 PLATE,1435.4,Plates,10.8,ALL,34,494,0.3
24,24,"Milk, Eggs, Wheat, Soybeans, Gluten",769,,129.4,3,129.4,"Green Chile Cheddar Meatloaf (Ground Beef, Ground Pork, Yellow Onions, Cheddar Cheese (Pasteurized milk, Cheese Culture, Salt, Enzymes, Annatto (color).), White Mushroom, Buttermilk (Cultured Nonfat Milk, Milk, Guar Gum. Carrageenan, Sodium Citrate, Vitamin A Palmitate, Vitamin D3.), Vegan Gluten Free Worcestershire Sauce  (water, molasses, salt, high fructose corn syrup, acetic acid, caramel color, hydrolyzed soy protein (soy), gluten free flour (millet flour, potato starch, tapioca starch, rice flour, whole grain sorghum, zanthan gum), natural flavor, guar gum, and benzoate of soda.), Pasilla-Poblano Peppers, Roasted Tomato (Tomatoes, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Green Onions, Ginger, Garlic), Cage Free Eggs, Ketchup (Tomato Concentrate, High Fructose Corn Syrup, Corn Syrup, Distilled Vinegar, Salt, Natural Flavor, Onion Powder, Spice, Garlic Powder.), Bread Crumbs (Bleached Wheat Flour, Yeast, Sugar, Salt, Soybean Oil.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Parsley, Mustard (Water, Distilled Vinegar, Mustard Seed, Salt, Turmeric, Oleoresin Paprika, Spices.), Salt, Black Pepper), Garlic Mashed Potatoes (Russet Potatoes, Half & Half, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Roasted Garlic (Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Salt, White Pepper), Wild Mushroom Sauce Supreme (Roasted Wild Mushrooms (Hon Shimeji Mushrooms, Portabella Mushroom, King Oyster Mushroom, White Mushroom, Shitake Mushrooms, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic, Green Onions), Chicken Demi Glace 16# (Chicken Stock (water, roasted chicken bones, carrots, celery, onions, parley stems, thyme, bay leaves) demi mix (food starch modified, natural flavor (with chicken broth, torula yeast, monosodium phosphate, glutamic acid, maltodextrin, rendered turkey fat, sugar, salt, dehydrated chicken broth, gelatin, tomato powder, hydrolyzed corn protein, onion powder, zanthan gum, carrot powder, dehydrated garlic, disodium inosinate, disodium guanylate, extract of carrot). ), Yellow Onions, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Thyme), Crispy Shallots (Shallots, Crispy Shallots, Seasoned flour (Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Fair Trade Light Brown Sugar, Salt, Granulated Garlic, Paprika, Onion Powder, Black Pepper, Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.)), Buttermilk (Cultured Nonfat Milk, Milk, Guar Gum. Carrageenan, Sodium Citrate, Vitamin A Palmitate, Vitamin D3.), Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.)), Toasted Baguette (Baguette (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Soybean Oil with Citric Acid, Fresh Yeast, Salt, Sugar, 2% or Less of: Vital Wheat Gluten, Calcium Propionate, Enzymes, Calcium Sulfate.Made in a facility that processes wheat, soy, eggs, milk and tree nuts ), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt), Herb Salad Garnish (chives, Tarragon, Parsley, Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.))",16090435,0001-01-01T00:00:00,Open Faced Green Chile Cheddar Meatloaf Sandwich,10.0,27.1,17.8,1 PORTN,2215.9,Plates,9.7,ALL,58.1,432,0.8
25,25,"Eggs, Wheat, Soybeans, Gluten",694,,124.6,3,124.6,"Tonkotsu Ramen Broth (Water, Pork Base (pork extract (pork extract, rendered pork fat, salt, mixed tocopherol), sugar, salt, soy sauce (water, wheat, soybeans, salt, alcohol), soybean oil, pork fat (pork fat, mixed tocopherols), chicken fat (chicken fat, extract of rosemary), yeast extract (yeast extract, maltodextrin), food starch modified, hydrolyzed vegetable protein (hydrolyzed soy protein, safflower oil), garlic powder, natural flavor enhancer powder (maltodextrin, soy sauce (soybeans, salt, wheat), salt, yeast extract), vegetable extract (maltodextrin, chinese cabbage extract, salt), ginger powder, sesame oil, caramel color, xanthan gum, citric acid, black pepper.)), Ramen Noodle (Ramen (Wheat Flour, Water, Vital Wheat Gluten, Egg White Powder, Sea Salt, Sodium Carbonate, Potassium Carbonate, Cornstarch, Riboflavin (vitamin B2).)), Spicy Bean Sprouts (Bean Sprouts, Pure Sesame Seed Oil, Sesame Seeds, Seven Pepper Spice (Chili Pepper, Orange Peel, Black Sesame Seed, Seaweed, White Sesame Seed, Japanese Pepper, Ginger.), Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.)), Ramen Egg (Cage Free Eggs, Ramen Egg Marinade (Water, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Mirin (Water, Dextrose, Rice, Corn Syrup, Salt))), Shitake Mushrooms, Red Jalapenos, Green Onions",16090436,0001-01-01T00:00:00,Ramen Soup Bowl,9.0,28.2,3.9,1 BOWL,2989.4,Plates,5,ALL,116,138,0
26,26,"Milk, Soybeans",200,,1.1,3,1.1,"64 North Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).)), Roasted Wild Mushrooms (Hon Shimeji Mushrooms, Portabella Mushroom, King Oyster Mushroom, White Mushroom, Shitake Mushrooms, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Garlic, Green Onions), Base Risotto (64 North Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).)), Italian Arborio Rice, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Sauterne Cooking Wine (Sauterne Wine, Salt, Potassium Sorbate, Potassium Metabisulfite.), Yellow Onions, Garlic), Roasted Tomato (Tomatoes, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Green Onions, Ginger, Garlic), Baby Spinach, Gremolada (Lemon, Parsley, Shallots, Garlic), Salt",16090437,0001-01-01T00:00:00,Roasted Mushroom Risotto 64N,10.0,6.7,0.4,1 PLATE,2164.9,Plates,6.2,ALL,42.3,12,0
27,27,"Milk, Tree Nuts",517,,19.2,3,19.2,"Organic Spring Mix, Spiced Pecans (Pecan Pieces, Powdered Sugar, Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Paprika, Ground Cumin, Cayenne Pepper), Craisins (Cranberries, Sugar, Citric Acid, Elderberry Juice Concentrate, Sunflower Oil.), Pears, Dijon Vinaigrette (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Red Wine Vinegar (Red Wine Vinegar, Water, Potassium Metabisulfite.), Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Shallots, Salt), Manchego Cheese (Pasteurized Sheep's Milk,Cheese Cultures, Enzymes, Salt.), Watermelon Radishes",16090438,0001-01-01T00:00:00,Seasonal House Salad,6.0,7.5,6.4,1 PLATE,327.1,Plates,32.5,ALL,43,333,0
28,28,"Milk, Soybeans",511,,75.7,3,75.7,"Cheese Mix (Monterey Jack (Pasteurized milk, Cheese Culture, Salt, Enzymes, Potato Starch and powdered cellulose added to prevent caking.), Oaxaca Cheese), Corn Tortilla (Yellow Corn Flour, Water, 2% or Less of: Fumaric Acid, Cellulose Gum, Sodium Propionate, Sorbic Acid, Guar Gum, Trace of Lime. ), Mexican Soyrizo (Water, Textured Vegetable Protein (soy flour, caramel color, zinc oxide, niacinamide, ferrous sulfate, copper gluconate, vitamin A palmitate, calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, cyanocobalamin), Soybean Oil, Paprika, Salt (salt, yellow prussiate of soda (anticaking), Vinegar, Spices, Red Pepper, Potassium Sorbate (preservative), Garlic Powder.), Green Onions",16090439,0001-01-01T00:00:00,Skillet Queso Fundido,9.0,27.6,16.5,1 PORTN,743.9,Plates,1.6,ALL,31.7,288,0
29,29,"Milk, Wheat, Gluten",527,,80.1,3,80.1,"Turkey Cauliflower Meatball Mix (Barley Patty (Water, Barley, Medium Instant Polenta (Cornmeal.), Cauliflower, Yellow Onions, Celery, Green Onions, Salt, Garlic, Basil, Paprika, Ground Cumin, White Pepper), Ground Turkey (Ground Turkey.), Salt), Whole Wheat Pasta Cooked (Penne (100% Durum Whole Wheat Flour.)), Marinara Sauce (Crushed Tomatoes (Vine-Ripened Unpeeled Tomatoes, Tomato Puree, 2% or Less of: Salt, Citric Acid.), Water, Yellow Onions, Burgundy Cooking Wine (Wine, Salt, 1% or Less of: Malic Acid, Potassium Metabisulfite (preservative).), Basil, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Whole Leaf Thyme, Oregano, Black Pepper), Mozzarella Cheese (Pasteurized Cow's Milk, Vinegar, Enzymes, Salt.), Artichoke (Quartered Artichoke Heats, Salt, Water, Citric Acid.), Asparagus, Basil",16090440,0001-01-01T00:00:00,Whole Wheat Penne Pasta with Turkey Meat Ball,10.0,36.1,6,1 PORTN,1651.7,Plates,8.3,ALL,65.1,148,0.1
30,30,Milk,177,,25.5,3,25.5,"Russet Potatoes, Half & Half, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Roasted Garlic (Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Salt, White Pepper",16090441,0001-01-01T00:00:00,Garlic Mashed Potatoes,2.0,2.9,5.8,4 OZ,234.7,Sides,0.9,ALL,18.3,90,0.3
31,31,,41,,0,3,0,"Asparagus, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper",16090442,0001-01-01T00:00:00,Grilled Asparagus,2.0,2.1,0.2,3 OZ,352.2,Sides,1.1,ALL,3.7,25,0
32,32,"Tree Nuts, Soybeans",367,,0,3,0,"Coconut Cardamom Panna Cotta (Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Fair Trade Organic Sugar Cane, Plain Soy Milk (Natural Soy Milk (filtered water, whole soybeans), Natural Evaporated Cane Sugar.), Agar Agar Cuisine Tech, Cardamom), Kiwi Pineapple Salsa (Pineapple, Kiwi, Water, Fair Trade Organic Sugar Cane), Berry Citrus Coulis (Berry Compote (Blackberries, Strawberry, Blueberries, Navel Orange, Fair Trade Organic Sugar Cane), Lime Juice (Key west lime juice, sodium benzoate.)), Coconut Chips",16090443,0001-01-01T00:00:00,Coconut Cardamom Panna Cotta Plate,5.0,3.5,20.8,1 PLATE,22.3,Dessert,31,ALL,38.7,216,0
33,33,"Milk, Eggs, Soybeans",363,,125.6,3,125.6,"Flourless Chocolate Torte (Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Cage Free Eggs, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Fair Trade Organic Sugar Cane, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Salt), Berry Compote (Blackberries, Strawberry, Blueberries, Navel Orange, Fair Trade Organic Sugar Cane), Berry Citrus Coulis (Berry Compote (Blackberries, Strawberry, Blueberries, Navel Orange, Fair Trade Organic Sugar Cane), Lime Juice (Key west lime juice, sodium benzoate.)), Powdered Sugar, Mint",16090444,0001-01-01T00:00:00,Flourless Chocolate Torte Plate,5.0,6.4,8.9,1 EACH,61.8,Dessert,46.7,ALL,52.9,153,0
34,34,"Milk, Eggs, Wheat, Soybeans, Gluten",516,,72.2,3,72.2,"Berry Compote (Blackberries, Strawberry, Blueberries, Navel Orange, Fair Trade Organic Sugar Cane), Pound Cake (Eggs, enriched bleached flour (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), sugar, butter (cream, salt), high fructose corn syrup, mono- and diglycerides. Contains 2% or less of each of the following: water, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), corn starch, salt, milk protein concentrate, modified corn starch, guar gum, xanthan gum, sodium stearoyl lactylate, vanillin (artificial flavor), annatto (color), soy flour.), Whipped Topping (Heavy Cream, Water, Sugar, Nonfat Milk, Maltodextrin, 2% or Less of: Cellulose Gel, Mono & Diglycerides, Natural Flavor, Carrageenan, Cellulose Gum.), Caramel Sauce (Corn syrup, high fructose corn syrup, sugar, condensed nonfat milk, water, heavy whipping cream, salt, pectin, artificial flavors, potassium sorbate - a preservative, caramel color and disodium phosphate.), Mint",16090445,0001-01-01T00:00:00,Grilled Pound Cake,6.0,5.6,6.8,1 PORTN,391.1,Dessert,17.1,ALL,75.3,192,0
35,35,"Milk, Eggs, Wheat, Soybeans, Gluten",565,,77.6,3,77.6,"Cheesecake (CREAM CHEESE (MILK, CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM), SUGAR, SOUR DRESSING (WATER, SOYBEAN OIL, SKIM MILK, CORN SYRUP SOLIDS, MODIFIED CORNSTARCH, WHEY, SODIUM PHOSPHATE, LOCUST BEAN GUM, CARRAGEENAN, SALT, NATURAL FLAVOR, TO PRESERVE FRESHNESS [POTASSIUM SORBATE], CULTURES), ENRICHED BLEACHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SKIM MILK, EGGS, BUTTER (CREAM, SALT), GRAHAM FLOUR, CONTAINS LESS THAN 2% OF THE FOLLOWING: PALM OIL, BROWN SUGAR, MODIFIED CELLULOSE, HONEY, NATURAL AND ARTIFICIAL FLAVOR, SALT, BAKING SODA, SOY LECITHIN, COLORED WITH CARAMEL COLOR. MANUFACTURED ON SHARED EQUIPMENT WITH PEANUTS AND TREE NUTS.), Strawberry Basil Salsa (Strawberry, Lemon, Fair Trade Organic Sugar Cane, Basil), Whipped Topping (Heavy Cream, Water, Sugar, Nonfat Milk, Maltodextrin, 2% or Less of: Cellulose Gel, Mono & Diglycerides, Natural Flavor, Carrageenan, Cellulose Gum.), Mint",16090446,0001-01-01T00:00:00,New York Cheesecake with Strawberry Basil Salsa,6.0,8.2,20.1,1 PORTN,634.4,Dessert,41.4,ALL,49,348,0
36,36,"Fish, Crustacean Shellfish, Wheat, Soybeans, Gluten",145,,38.3,4,38.3,"Ahi Tuna , 64 N Poke Sauce (Oyster Sauce (Water, Sugar, Salt, Oyster Extract (oyster, water, salt), Monosodium Glutamate (flavor enhancer), Modified Corn Starch, Wheat Flour, Caramel Color.), Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Pure Sesame Seed Oil, Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.), Garlic, Ginger), Cucumber, Green Onions, Cucumber, Tomatoes, Seaweed Sheet, Daikon Sprouts, Black Sesame Seeds",16090447,0001-01-01T00:00:00,Ahi Poke Salad,10.0,20.9,0.6,1 PLATE,650.1,Plates,1.7,ALL,4.5,37,0
37,37,"Milk, Wheat, Gluten",882,,98.2,4,98.2,"Chicken Breast  (Boneless Skinless Chicken Breast with Rib Meat; 15% Solution: Water, Salt, Sodium Phosphates.), Sourdough Bread (Flour (unbleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Sour Culture, Salt, 2% or Less of: Vital Wheat Gluten, Calcium Sulfate.), Green Chili Pepper, Sliced Tomatoes (Tomatoes), Pepper Jack Cheese (Pasteurized Milk, Jalapeno Peppers, Cheese Cultures, Salt, Enzymes. ), Just Mayo Vegan Chipotle Aioli (Just Vegan Mayonnaise ( Expeller-Pressed Canola Oil, Water, Modified Food Starches, White Distilled Vinegar, Sugar, Contains less than 2% of Garlic Puree (garlic, citric acid), Lemon Juice Concentrate, Pea Protein, Salt, Spice, Tapioca Maltodextrin, Fruit and Vegetable Juice (color), Calcium Disodium EDTA (preservative). May contain soy.), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher)), Kettle Chips (Potatoes, sunflower oil, sea salt.), Green Leaf Crowns (Green Leaf Lettuce), Cajun Rub Seasoning (Paprika, Salt, Granulated Garlic, Onion Powder, Black Pepper, White Pepper, Oregano, Cayenne Pepper), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)",16090448,0001-01-01T00:00:00,Cajun Grilled Chicken Sandwich,10.0,43,10.7,1 EACH,3010.3,Plates,3.7,ALL,75,396,0
38,38,,850,,168.1,4,168.1,"Pastor Marinated Chicken (Chicken, Al Pastor Marinade (Orange Juice, Yellow Onions, Garlic, Diced Tomatoes in Puree (Vine-Ripened Tomatoes, Salt, Citric Acid, Calcium Chloride.), Achiote Paste (Annatto Seed (natural color), Spices, Vinegar, Iodized Salt, Water, Granulated Garlic, Cornmeal, FD&C Red Color #40, Sodium Senzoate (preservative).), Apple Cider Vinegar, Lime Juice (Key west lime juice, sodium benzoate.), Salt, Paprika, Oregano)), Grilled Pineapple Salsa (Pineapple, Red Bell Pepper, Red Onion, Lime Juice (Key west lime juice, sodium benzoate.), Brown Sugar, Cilantro, Jalapenos, Salt), Corn Tortilla (Yellow Corn Flour, Water, 2% or Less of: Fumaric Acid, Cellulose Gum, Sodium Propionate, Sorbic Acid, Guar Gum, Trace of Lime. ), Green Onions, Al Pastor Marinade (Orange Juice, Yellow Onions, Garlic, Diced Tomatoes in Puree (Vine-Ripened Tomatoes, Salt, Citric Acid, Calcium Chloride.), Achiote Paste (Annatto Seed (natural color), Spices, Vinegar, Iodized Salt, Water, Granulated Garlic, Cornmeal, FD&C Red Color #40, Sodium Senzoate (preservative).), Apple Cider Vinegar, Lime Juice (Key west lime juice, sodium benzoate.), Salt, Paprika, Oregano), Avocado, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)",16090449,0001-01-01T00:00:00,Chicken al Pastor,12.0,60,9.1,1 PLATE,1002.5,Plates,15.9,ALL,60.5,351,0
39,39,"Milk, Crustacean Shellfish, Wheat, Gluten",1222,,292.4,4,292.4,"Cooked Linguini (Linguine (Semolina, Durum Flour, Niacin, Ferrous Sulfate (iron), Thiamin, Mononitrate, Riboflavin, Folic Acid.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt), Chipotle Cream Sauce (Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Sauterne Cooking Wine (Sauterne Wine, Salt, Potassium Sorbate, Potassium Metabisulfite.), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic, Salt, Paprika), Large Shrimp, Tomatoes, Fra Mani Pancetta (Pork, Salt, 2% or Less of: Dextrose, Natural Flavoring, Wine, Garlic, Lactic Acid Starter Culture, Sodium Ascorbate, Ascorbic Acid, Sodium Nitrite.), Arugula, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt",16090450,0001-01-01T00:00:00,Chipotle Shrimp Linguini,12.0,49.1,24.1,1 PLATE,1290.3,Plates,11.8,ALL,129.4,533,0
40,40,Soybeans,413,,0,4,0,"Botan Red Rice (Water, Botan Red Rice, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Fair Trade Organic Sugar Cane), Honey Citrus Sauce (Lemon, Navel Orange, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Honey), Grilled Sweet Potato (Yams, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Black Pepper), Edamame, Roasted Tomato (Tomatoes, Gluten Free Soy Sauce (Water, Salt, High Fructose Corn Syrup, Hydrolyzed Soy Protein, Caramel Color, Potassium Sorbate.), Green Onions, Ginger, Garlic), Julienned Black Kale (Kale), Avocado, Pickled Honshieji Mushrooms (Hon Shimeji Mushrooms, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Water, Salt), Pickled Shallots (Shallots, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Water, Salt)",16090451,0001-01-01T00:00:00,Grain and Garden Bowl,8.0,15.4,0.7,1 PLATE,735.2,Plates,15.8,ALL,71.6,76,0
41,41,"Milk, Fish",787,,119,4,119,"Grilled Asparagus (Asparagus, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Black Pepper), Garlic Mashed Potatoes (Russet Potatoes, Half & Half, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Roasted Garlic (Garlic, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Salt, White Pepper), Grilled Orange Cilantro Salmon (Salmon, Oranges, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Cilantro), Moroccan Spiced Vinaigrette (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Oranges, Honey, Lemon, Champagne Vinegar, Apple Cider Vinegar, Shallots, Salt, Garlic, Cilantro, Ground Cumin, Smoked Paprika, Mint, Ground Coriander, Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Ground Cinnamon, Cayenne Pepper), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Cilantro, Salt",16090452,0001-01-01T00:00:00,Grilled Moroccan Salmon Plate,14.0,41,12.2,1 PLATE,1435.4,Plates,10.8,ALL,34,494,0.3
