,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
39,39,Soybeans,134,,0,2,0,"Roots Vegan Chili (Crushed Tomatoes (Vine-Ripened Unpeeled Tomatoes, Tomato Puree, 2% or Less of: Salt, Citric Acid.), Dark Red Kidney Beans (Dark Red Kidney Beans, Water, Salt, Sugar, Calcium Chloride, Disodium EDTA (color retention).), White Beans (Prepared Small White Beans, Water, Salt, Calcium Chloride, Disodium EDTA (color retention).), Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Celery, Yellow Onions, Cilantro, Green Bell Pepper, Garlic, Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Ground Cumin, Ground Cinnamon), Soy Creme (Tofu, Lemon, Salt, White Pepper), Red Onion, Green Onions",16089281,0001-01-01T00:00:00,Roots Vegan Hot Kettle Chili Cup,2.0,6.8,0.3,1 CUP,319,Soup and Chili,4.8,LUNCH,21.5,24,0
40,40,"Wheat, Gluten",201,,0,2,0,"Black Bean and Sausage (Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Chipotle Grain Sausage (Vital wheat gluten, filtered water, expeller pressed safflower oil, onions, garlic, apple cider vinegar, yeast extract, chipotle peppers, onion powder, granulated garlic, brown sugar, sea salt, barley malt, spices, black pepper, paprika oleoresin, chili de arbol peppers, cumin and oregano. ), Yellow Onions, Tomatoes, Roots Veggie Stock (Water, Broccoli, Carrots, Tomatoes, Yellow Onions, Yellow Onions, Portabella Mushroom, Green Kale, Salt, White Pepper, Whole Leaf Thyme, Bay Leaves, Basil), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Cilantro, Garlic, Salt, Oregano), Steamed Brown Rice (Brown Rice, Water), Roots Veggie Stock (Water, Broccoli, Carrots, Tomatoes, Yellow Onions, Yellow Onions, Portabella Mushroom, Green Kale, Salt, White Pepper, Whole Leaf Thyme, Bay Leaves, Basil), Avocado, Cilantro",16089282,0001-01-01T00:00:00,"Black Beans, Sausage & Rice",3.0,8.9,0.9,6 OZ,352.6,Sides,1.8,LUNCH,26.6,65,0
41,41,,127,,0,2,0,"Brown Rice, Salt, White Pepper",16089283,0001-01-01T00:00:00,Brown Rice,2.0,3,0.2,4 OZ,194.7,Sides,0.4,LUNCH,26.3,9,0
42,42,"Tree Nuts, Soybeans",535,,0,2,0,"Roots Vegan Chili (Crushed Tomatoes (Vine-Ripened Unpeeled Tomatoes, Tomato Puree, 2% or Less of: Salt, Citric Acid.), Dark Red Kidney Beans (Dark Red Kidney Beans, Water, Salt, Sugar, Calcium Chloride, Disodium EDTA (color retention).), White Beans (Prepared Small White Beans, Water, Salt, Calcium Chloride, Disodium EDTA (color retention).), Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Celery, Yellow Onions, Cilantro, Green Bell Pepper, Garlic, Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Ground Cumin, Ground Cinnamon), Frozen Sweet Potatoes (Sweet Potatoes, Vegetable Oil (soybean, canola, cottonseed, and/or sunflower), Food Starch-Modified, 2% or Less of: Leavening (sodium acid pyrophosphate, sodium bicarbonate), Paprika Oleoresin Color, Rice Flour, Salt, Spice, Sugar, Xanthan Gum, Disodium Dihydrogen Pyrophosphate (to maintain color).), Vegan Cheese Sauce (Cashew Sauce Base (Water, Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Cashews, Garlic, Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Cayenne Pepper), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).))), Cilantro",16089284,0001-01-01T00:00:00,Sweet Potato Chili Cheese Fries,6.0,12.7,4.4,1 PLATE,532.5,Sides,3.1,LUNCH,65.4,221,0.1
43,43,Soybeans,240,,0,2,0,"Frozen Sweet Potatoes (Sweet Potatoes, Vegetable Oil (soybean, canola, cottonseed, and/or sunflower), Food Starch-Modified, 2% or Less of: Leavening (sodium acid pyrophosphate, sodium bicarbonate), Paprika Oleoresin Color, Rice Flour, Salt, Spice, Sugar, Xanthan Gum, Disodium Dihydrogen Pyrophosphate (to maintain color).), Canola Fryer Shortening (Canola oil, TBHQ and citric acid added to help preserve freshness, Dimethylpolysiloxane.), Salt",16089285,0001-01-01T00:00:00,Sweet Potato Fries,3.0,2.9,0.6,6 OZ,705.3,Sides,19.2,LUNCH,39.8,75,0
44,44,,142,,0,2,0,"Carrots, Red Beets, Granny Smith Apples, Ice",16089286,0001-01-01T00:00:00,ABC Juice,5.0,3.1,0.1,16 OZ,169.3,Smoothies & Juices,22.3,LUNCH,34,6,0
45,45,,186,,0,2,0,Carrots,16089287,0001-01-01T00:00:00,Carrot Juice,5.0,4.2,0.2,16 OZ,313,Smoothies & Juices,21.5,LUNCH,43.5,10,0
46,46,,234,,0,2,0,"Carrots, Granny Smith Apples, Ice, Ginger",16089288,0001-01-01T00:00:00,Carrot-Apple-Ginger Juice,5.0,4.5,0.2,16 OZ,315.9,Smoothies & Juices,30.8,LUNCH,56.2,11,0
47,47,Soybeans,148,,0,2,0,"Roma Tomatoes, Frozen Strawberries, Ice, Broccoli, Roots Smoothie Base (Silk Milk (Soymilk (Filtered Water, Soybeans), Cane Sugar, Contains 2% or less of: Vitamin and Mineral Blend (Tricalcium Phosphate, Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Natural Flavor, Gellan Gum.  ), Tofu (Water, Soybean, Nigari, Calcium Sulfate.), Agave (100% pure organic agave nectar)), Blueberries",16089289,0001-01-01T00:00:00,Fern Creek Smoothie,6.0,6.5,0.1,16 OZL,45.3,Smoothies & Juices,17.2,LUNCH,29.1,22,0
48,48,Tree Nuts,519,,0,2,0,"Banana, Frozen Strawberries, Pineapple, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Ice, Limes",16089290,0001-01-01T00:00:00,Island Flavor Smoothie,6.0,5.8,21.5,16 OZ,21.9,Smoothies & Juices,44.1,LUNCH,80.2,225,0
49,49,,172,,0,2,0,"Water, Whole Frozen Raspberries, Agave (100% pure organic agave nectar), Lemon, Chia Seeds Paste (Water, Organic Chia Seeds)",16089291,0001-01-01T00:00:00,Raspberry Lemonade Chiller,3.0,1.9,0.3,16 OZL,14.9,Smoothies & Juices,28.1,LUNCH,37.9,23,0
50,50,,130,,0,2,0,"Ice, Mango, Red Bell Pepper, Frozen Strawberries, Carrot Juice, Orange Juice, Cayenne Pepper",16089292,0001-01-01T00:00:00,The Redwood Smoothie,6.0,2.5,0.2,16 OZL,18.6,Smoothies & Juices,21.1,LUNCH,30.7,10,0
51,51,,147,,0,2,0,"Ice, Banana, Frozen Strawberries, Organic Spinach, Green Kale, Carrot Juice, Orange Juice",16089293,0001-01-01T00:00:00,Tioga Pass Smoothie,6.0,4.7,0.2,15 OZL,77.3,Smoothies & Juices,14.5,LUNCH,34.8,9,0
52,52,"Tree Nuts, Soybeans, Gluten",490,,0,2,0,"Mango, Blueberries, Coconut-Soy Cream Filling (Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Powdered Sugar, Tofu (Water, Soybean, Nigari, Calcium Sulfate.)), Fair Trade Light Brown Sugar, Earth Balance Margarine (Natural oil blend (palm fruit, canola, soy bean, flax and olive oils), filtered water, contains less than 2% of pure salt, natural flavor) (plant derived), pea protein, sunflower lecithin, lactic acid (non-dairy), and naturally extracted annatto for color. ), Walnut Halves and Pieces, Rolled Oats, Strawberry, Ground Cinnamon",16089294,0001-01-01T00:00:00,Blue Berry Walnut Cobbler,4.0,5.3,9.1,8 OZ,189.6,Dessert,39.6,LUNCH,52.3,277,0
53,53,"Tree Nuts, Wheat, Soybeans, Gluten",472,,0,2,0,"Coconut-Soy Cream Filling (Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Powdered Sugar, Tofu (Water, Soybean, Nigari, Calcium Sulfate.)), Mango Compote (Mango, Water, Fair Trade Light Brown Sugar), Tres Leches Milk Sub (Silk Milk (Soymilk (Filtered Water, Soybeans), Cane Sugar, Contains 2% or less of: Vitamin and Mineral Blend (Tricalcium Phosphate, Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Natural Flavor, Gellan Gum.  ), Vanilla Almond Milk (Almond milk (Filtered Water, Almonds), Cane Sugar, Contains Less than 2% of: Vitamin & Mineral Blend (Calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Natural Flavor, Sunflower Lecithin, Locust Bean Gum, Gellan Gum, Ascorbic Acid (To Protect Freshness). ), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Fair Trade Organic Sugar Cane), Vanilla Almond Milk (Almond milk (Filtered Water, Almonds), Cane Sugar, Contains Less than 2% of: Vitamin & Mineral Blend (Calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Natural Flavor, Sunflower Lecithin, Locust Bean Gum, Gellan Gum, Ascorbic Acid (To Protect Freshness). ), Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Macerated Starwberries (Strawberry, Fair Trade Organic Sugar Cane), Fair Trade Organic Sugar Cane, Canola Oil, Red Wine Vinegar (Red Wine Vinegar, Water, Potassium Metabisulfite.), Imitation Vanilla Extract, Baking Soda, Salt, Mint",16089295,0001-01-01T00:00:00,Tres Leches,5.0,5.1,14,1 EACH,212.5,Dessert,37.6,LUNCH,58.6,228,0
54,54,Tree Nuts,104,,0,3,0,"Coconut Milk Yogurt (Organic coconut milk (filtered water, organic coconut cream), organic cane sugar, rice starch, less than 2% of: calcium citrate, pectin, live and active cultures, vitamin d2, vitamin b12. Produced in a facility that also processes other tree nuts and soy.), Fresh Raspberry, Strawberry, Blueberries, Mint",16089296,0001-01-01T00:00:00,Coconut Yogurt Bowl w/ Mixed Berries,4.0,1,2.3,1 BOWL,17.9,Breakfast,11.9,BREAKFAST,19.1,27,0
55,55,,149,,0,3,0,"Vegan egg substitute (Water, Mung Bean Protein Isolate, Expeller-Pressed Canola Oil, Contains less than 2% of Calcium Citrate, Enzyme, Gellan Gum, Natural Carrot Extractives (color), Natural Flavors, Natural Turmeric Extractives (color), Onion Puree, Salt, Soy Lecithin, Sugar, Tetrasodium Pyrophosphate, Preservatives (Nisin, Potassium Sorbate).), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Salt",16089297,0001-01-01T00:00:00,Just Scrambled Vegan Eggs,3.0,12.9,0,4 OZ,432,Breakfast,0,BREAKFAST,0,91,0
56,56,"Tree Nuts, Soybeans",505,,0,3,0,"Granny Smith Apples, Almond Dip for Apples (Maple Almond Butter (Almond butter, maple sugar, sea salt.), Plain Soy Milk (Natural Soy Milk (filtered water, whole soybeans), Natural Evaporated Cane Sugar.), Agave (100% pure organic agave nectar), Imitation Vanilla Extract (Water, Caramel Color, Vanillin, Ethyl Vanillin, 0.1% Potassium Sorbate (preservative).), Ground Cinnamon), Craisins (Cranberries, Sugar, Citric Acid, Elderberry Juice Concentrate, Sunflower Oil.), Almonds",16089298,0001-01-01T00:00:00,Root's Apple Almond Dipper,5.0,13.6,2,1 EACH,54.8,Breakfast,35,BREAKFAST,55.5,272,0
57,57,"Tree Nuts, Wheat, Soybeans, Gluten",909,,0,3,0,"Roots Vegan Chili (Crushed Tomatoes (Vine-Ripened Unpeeled Tomatoes, Tomato Puree, 2% or Less of: Salt, Citric Acid.), Dark Red Kidney Beans (Dark Red Kidney Beans, Water, Salt, Sugar, Calcium Chloride, Disodium EDTA (color retention).), White Beans (Prepared Small White Beans, Water, Salt, Calcium Chloride, Disodium EDTA (color retention).), Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Celery, Yellow Onions, Cilantro, Green Bell Pepper, Garlic, Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Chili Powder (Chili pepper, Salt, Cumin, Silicon dioxide, Oregano, Garlic.), Ground Cumin, Ground Cinnamon), Vegan Hash Brown Casserole (Hash Browns (Potatoes. Contains 2% or less of Dextrose, Sodium Acid Pyrophsophate to maintain color.), Vegan Cheese Sauce (Cashew Sauce Base (Water, Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Cashews, Garlic, Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Cayenne Pepper), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).))), Red Bell Pepper, Yellow Onions, Spinach, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Salt, Paprika, Black Pepper), Vegan Mashed Sweet Potato (Yams, Earth Balance Margarine (Natural oil blend (palm fruit, canola, soy bean, flax and olive oils), filtered water, contains less than 2% of pure salt, natural flavor) (plant derived), pea protein, sunflower lecithin, lactic acid (non-dairy), and naturally extracted annatto for color. ), Salt, White Pepper), Whole Wheat Tortilla (Whole Wheat Flour, Enriched Bleached Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Vegetable Shortening (Interesterified Soybean Oil, Hydrogenated Soybean Oil and/or Palm Oil), contains 2% or less of each of the following: Salt, Leavening (Sodium Bicarbonate, Sodium Aluminum Sulfate, Corn Starch, Monocalcium Phosphate and/or Sodium Acid Pyrophosphate, Calcium Sulfate), Distilled Monoglycerides, Enzymes, Wheat Starch, Calcium Carbonate, Antioxidants (Tocopherols, Ascorbic Acid), Vital Wheat Gluten, Cellulose Gum, Dough Conditioners (Fumaric Acid, Sodium Metabisulfite), Preservatives (Calcium Propionate, Sorbic Acid and/or Citric Acid).), Vegan Cheese Sauce (Cashew Sauce Base (Water, Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Cashews, Garlic, Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Cayenne Pepper), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).))), Mexican Soyrizo (Water, Textured Vegetable Protein (soy flour, caramel color, zinc oxide, niacinamide, ferrous sulfate, copper gluconate, vitamin A palmitate, calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, cyanocobalamin), Soybean Oil, Paprika, Salt (salt, yellow prussiate of soda (anticaking), Vinegar, Spices, Red Pepper, Potassium Sorbate (preservative), Garlic Powder.), Avocado, Spinach, Cilantro",16089299,0001-01-01T00:00:00,Root's Vegan Wet Breakfast Burrito,7.0,30.7,7,1 EACH,2062.9,Breakfast,10.2,BREAKFAST,110,359,0
58,58,"Wheat, Gluten",268,,0.9,3,0.9,"Avocado, Italian Grain Sausage (filtered water, vital wheat gluten, expeller pressed safflower oil, eggplant, onions, yeast extract, kosher red wine (red wine, salt) garlic, barley malt, onion powder, dried red bell pepper, fennel seed, granulated garlic, sea salt and spices. Made in a facility that processes tree nuts.),  Whole Grain Lavash Naan (Whole Wheat Flour, Filtered Water, Canola Oil, Sugar, Sea Salt, Yeast, Cultured Wheat, Baking Powder (Sodium Acid Pyrophosphate, Potato Starch, Sodium Bicarbonate), Enzymes. Made in a soy, nut, and dairy-free facility.), Pickled Red Onion (Red Onion, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity)), Salt, Black Pepper, Tomatoes",16089300,0001-01-01T00:00:00,Roots Avocado Naan Toast,5.0,14.5,1.9,1 PORTN,380.8,Breakfast,1.3,BREAKFAST,20.7,125,0
59,59,"Tree Nuts, Gluten",293,,0,3,0,"Steel Cut Oatmeal (Steel Cut Oats (100% Whole Grain Irish Oats. May Contain Milk,Soy,Tree Nuts,Wheat)), Blueberries, Vegan Semi Sweet Chocolate Chips (Cane sugar, unsweetened chocolate, cocoa butter), Coconut Flakes (Coconut, Sugar, Water, Propylene Glycol (preservative), Salt, Sodium Metabisulfite (color).), Vanilla Almond Milk (Almond milk (Filtered Water, Almonds), Cane Sugar, Contains Less than 2% of: Vitamin & Mineral Blend (Calcium Carbonate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D2), Sea Salt, Natural Flavor, Sunflower Lecithin, Locust Bean Gum, Gellan Gum, Ascorbic Acid (To Protect Freshness). )",16089301,0001-01-01T00:00:00,Roots Oatmeal,3.0,5.5,8,1 BOWL,51.2,Breakfast,19,BREAKFAST,44.9,97,0
60,60,"Tree Nuts, Soybeans",755,,0,3,0,"Vegan Hash Brown Casserole (Hash Browns (Potatoes. Contains 2% or less of Dextrose, Sodium Acid Pyrophsophate to maintain color.), Vegan Cheese Sauce (Cashew Sauce Base (Water, Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Cashews, Garlic, Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Cayenne Pepper), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).))), Red Bell Pepper, Yellow Onions, Spinach, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Salt, Paprika, Black Pepper), Vegan egg substitute (Water, Mung Bean Protein Isolate, Expeller-Pressed Canola Oil, Contains less than 2% of Calcium Citrate, Enzyme, Gellan Gum, Natural Carrot Extractives (color), Natural Flavors, Natural Turmeric Extractives (color), Onion Puree, Salt, Soy Lecithin, Sugar, Tetrasodium Pyrophosphate, Preservatives (Nisin, Potassium Sorbate).), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Mexican Soyrizo (Water, Textured Vegetable Protein (soy flour, caramel color, zinc oxide, niacinamide, ferrous sulfate, copper gluconate, vitamin A palmitate, calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, cyanocobalamin), Soybean Oil, Paprika, Salt (salt, yellow prussiate of soda (anticaking), Vinegar, Spices, Red Pepper, Potassium Sorbate (preservative), Garlic Powder.), Tortillas (White Corn Flour, Water, contains less than 2 % (Fumaric Acid, Cellulose Gum, Sodium Propionate, Sorbic Acid, Guar Gum), trace of lime.), Tomatoes, Green Bell Pepper, Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Salt, Cilantro",16089302,0001-01-01T00:00:00,Roots Soyrizo Breakfast Plate,8.0,26.4,6.1,1 PLATE,1930.9,Breakfast,6,BREAKFAST,57,413,0
61,61,"Tree Nuts, Wheat, Gluten",503,,1.8,3,1.8,"Vegan Hash Brown Casserole (Hash Browns (Potatoes. Contains 2% or less of Dextrose, Sodium Acid Pyrophsophate to maintain color.), Vegan Cheese Sauce (Cashew Sauce Base (Water, Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Cashews, Garlic, Dijon Mustard (Black Mustard Seeds, Water, Vinegar, White Wine, Salt, Sulfites.), Curry Powder (Spices, Turmeric (color), Salt, Red Pepper, Spice Extract.), Cayenne Pepper), Vegan Cheese (Filtered water, tapioca and/or arrowroot flours, non-GMO expeller pressed canola and/or non-GMO expeller pressed safflower oil, coconut oil, pea protein, salt, inactive yeast, vegan natural flavors, vegetable glycerin, xanthan gum, citric acid (for flavor), annatto. Natural or organic ingredients. Free of 8 top allergens), Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).))), Red Bell Pepper, Yellow Onions, Spinach, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Nutritional Yeast  (Dried yeast, niacin, pyridoxine hydrochloride (B6), riboflavin (B2), thiamin hydrochloride (B1), folic acid, Vitamin B12 ), Salt, Paprika, Black Pepper), Just Scrambled Vegan Eggs (Vegan egg substitute (Water, Mung Bean Protein Isolate, Expeller-Pressed Canola Oil, Contains less than 2% of Calcium Citrate, Enzyme, Gellan Gum, Natural Carrot Extractives (color), Natural Flavors, Natural Turmeric Extractives (color), Onion Puree, Salt, Soy Lecithin, Sugar, Tetrasodium Pyrophosphate, Preservatives (Nisin, Potassium Sorbate).), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.), Salt), Vegan Italian Sausage (Italian Grain Sausage (filtered water, vital wheat gluten, expeller pressed safflower oil, eggplant, onions, yeast extract, kosher red wine (red wine, salt) garlic, barley malt, onion powder, dried red bell pepper, fennel seed, granulated garlic, sea salt and spices. Made in a facility that processes tree nuts.), Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)),  Whole Grain Lavash Naan (Whole Wheat Flour, Filtered Water, Canola Oil, Sugar, Sea Salt, Yeast, Cultured Wheat, Baking Powder (Sodium Acid Pyrophosphate, Potato Starch, Sodium Bicarbonate), Enzymes. Made in a soy, nut, and dairy-free facility.)",16089303,0001-01-01T00:00:00,Roots Vegan Breakfast Plate,7.0,39.3,1.5,1 PLATE,1341.4,Breakfast,2.8,BREAKFAST,33.1,201,0
62,62,,293,,0,3,0,"Steamed Brown Rice (Brown Rice, Water), Yams, Russet Potatoes, Vegetable Stock (Water, Vegetable Base (Vegetables (onions, celery, carrots), Maltodextrin, Sugar, Autolyzed Yeast Extract, Onion Powder, Salt, Water, Corn Oil, Potassium Chloride, Carrot Powder, Modified Tapioca Starch, Carrot Juice Concentrate, Tomato Paste, Garlic Powder, Disodium Guanylate (flavor), Disodium Inosinate (flavor), Natural Flavor, Potassium Sorbate (protect quality), Citric Acid, Paprika Extracts (color).)), Sliced Mushroom, Yellow Onions, Avocado, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Green Onions, Fresh Rosemary, Garlic, Salt, Thyme, Black Pepper",16089304,0001-01-01T00:00:00,Vegan Breakfast Hash,5.0,6.7,1.1,1 PLATE,786.8,Breakfast,6.8,BREAKFAST,49.3,82,0
